date,electricity_cons,air_temp,dew_point_temp,humidity,solar_radiation,is_weekend,hour_sin,hour_cos,week_sin,week_cos,month_sin,month_cos,day_of_the_week_sin,day_of_the_week_cos
01/01/2021 00:00,138.2215,1.883333333,1.666666667,99,64.33333333,0,0,1,0.12053668,0.992708874,0.5,0.866025404,-0.433883739,-0.900968868
01/01/2021 01:00,129.854,1.416666667,1.216666667,99,36.83333333,0,0.258819045,0.965925826,0.12053668,0.992708874,0.5,0.866025404,-0.433883739,-0.900968868
01/01/2021 02:00,33.2165,1.766666667,1.516666667,98.33333333,18.33333333,0,0.5,0.866025404,0.12053668,0.992708874,0.5,0.866025404,-0.433883739,-0.900968868
01/01/2021 03:00,33.397,2.016666667,1.7,97.66666667,1,0,0.707106781,0.707106781,0.12053668,0.992708874,0.5,0.866025404,-0.433883739,-0.900968868
01/01/2021 04:00,32.8255,1.85,1.466666667,97,0,0,0.866025404,0.5,0.12053668,0.992708874,0.5,0.866025404,-0.433883739,-0.900968868
01/01/2021 05:00,33.972,0.983333333,0.666666667,97.66666667,0,0,0.965925826,0.258819045,0.12053668,0.992708874,0.5,0.866025404,-0.433883739,-0.900968868
01/01/2021 06:00,33.8035,0.716666667,0.433333333,98,0,0,1,6.12E-17,0.12053668,0.992708874,0.5,0.866025404,-0.433883739,-0.900968868
01/01/2021 07:00,33.3935,1.416666667,0.933333333,96.66666667,0,0,0.965925826,-0.258819045,0.12053668,0.992708874,0.5,0.866025404,-0.433883739,-0.900968868
01/01/2021 08:00,33.5575,1.633333333,0.666666667,93.33333333,0,0,0.866025404,-0.5,0.12053668,0.992708874,0.5,0.866025404,-0.433883739,-0.900968868
01/01/2021 09:00,32.7545,1.383333333,0.316666667,92.83333333,0,0,0.707106781,-0.707106781,0.12053668,0.992708874,0.5,0.866025404,-0.433883739,-0.900968868
01/01/2021 10:00,32.4185,1.083333333,-0.066666667,92,0,0,0.5,-0.866025404,0.12053668,0.992708874,0.5,0.866025404,-0.433883739,-0.900968868
01/01/2021 11:00,32.8175,1.1,-0.1,91.83333333,0,0,0.258819045,-0.965925826,0.12053668,0.992708874,0.5,0.866025404,-0.433883739,-0.900968868
01/01/2021 12:00,32.8455,1.283333333,-0.316666667,89.16666667,0,0,1.22E-16,-1,0.12053668,0.992708874,0.5,0.866025404,-0.433883739,-0.900968868
01/01/2021 13:00,113.1075,1.616666667,-0.483333333,86,0,0,-0.258819045,-0.965925826,0.12053668,0.992708874,0.5,0.866025404,-0.433883739,-0.900968868
